hot_inlet_temperature_k,cold_inlet_mass_flow_kg_s,hot_outlet_temperature_k,cold_outlet_temperature_k,hx_1_heat_load_kw,hot_outlet_pressure_pa,cold_outlet_pressure_pa,hot_outlet_mass_flow_kg_s,cold_outlet_mass_flow_kg_s,hx_1_logarithmic_mean_temperature_difference_lmtd_k,hot_inlet_temperature_k_noisy,cold_inlet_mass_flow_kg_s_noisy,hot_outlet_temperature_k_noisy,cold_outlet_temperature_k_noisy,hx_1_heat_load_kw_noisy,hot_outlet_pressure_pa_noisy,cold_outlet_pressure_pa_noisy,hot_outlet_mass_flow_kg_s_noisy,cold_outlet_mass_flow_kg_s_noisy,hx_1_logarithmic_mean_temperature_difference_lmtd_k_noisy
445.877,0.954545,370.503,317.14780591374216,95.7512,500000,100000,1,0.954545,95.7512,446.6356019983327,0.9578383473305528,352.4841839479829,313.7758501419511,82.5810422872222,513964.1585665926,100498.44724293162,0.9825988422556244,0.8931331178635556,88.58078999786238
504.463,1.04545,365.945,319.45263152173885,114.942,500000,100000,1,1.04545,114.942,485.25335504201166,1.0413295742152238,343.58346549184864,320.5275571809079,119.16787064219557,537495.4482805181,101494.66648871472,1.0183291647627704,1.1080725342328674,125.63671844465388
403.453,1.04545,373.976,311.71204866794614,81.1158,500000,100000,1,1.04545,81.1158,388.9927942142918,1.0105132478727863,361.64439724184825,317.8244015512842,104.22332434078518,482208.520185445,92345.8431004824,0.9540586487741632,1.0888575923447743,71.55655204006584
563.049,1.13636,361.886,320.94145735371615,132.009,500000,100000,1,1.13636,132.009,528.5794985061539,1.0871536548912974,331.0424924411843,312.53907381827605,88.10981230995323,513391.9239451739,101606.71926865543,1.043718058475635,1.1103549050604606,124.64822436814237
462.039,1.13636,368.923,314.70901635727336,102.405,500000,100000,1,1.13636,102.405,466.6700083819384,1.1111055620714083,362.4473660562509,326.3799259096675,154.33377401279117,505278.51486443065,100804.30122116604,1.001558429889399,1.145867793566561,111.15520962353293
419.615,1.22727,372.273,310.36107138522686,88.2926,500000,100000,1,1.22727,88.2926,437.21660090522784,1.339359458051358,409.7377459496028,308.15015800650207,83.97872262278274,476618.9221344551,100566.12051246523,1.0196170632281751,1.1705031141258817,101.8320693232078
520.625,1.22727,364.554,316.696641019826,120.794,500000,100000,1,1.22727,120.794,496.462273974972,1.196243351175948,374.93454976361096,318.57030652424965,127.10908773756086,502187.5828816097,101148.86276409982,1.0368233078926992,1.3408117993156845,140.96642902649364
377.19,1.31818,376.182,306.18279474577855,71.8106,500000,100000,1,1.31818,71.8106,368.036286169717,1.3964421361402088,373.889565257732,303.91256632932834,62.82247866186185,490970.9952626481,99053.73715972,1.0284244556438915,1.3463932852674196,66.35230071352177
478.201,1.31818,367.462,312.8522050338944,108.559,500000,100000,1,1.31818,108.559,465.91361032179486,1.332177759089722,345.5800056379901,311.300141639472,101.06911876868948,469722.78836237727,95147.36649159514,1.0318485388657537,1.3607293541256245,95.48689214310131
536.786,1.40909,363.251,314.5883839500609,126.272,500000,100000,1,1.40909,126.272,567.3895266583082,1.457660102374076,413.72866967650793,314.25391193821713,128.58654122396442,503540.1895497036,108101.34872021896,0.9848193915862892,1.3291480428507714,125.04074584539464
435.776,1.40909,370.703,309.26400020937194,94.9114,500000,100000,1,1.40909,94.9114,425.2397755407646,1.4312664388860428,318.48343006520867,305.9847607279054,76.78644233451153,475687.6162754408,92633.51770952225,1.0868559719677355,1.3805885696808604,87.21033680838619
494.362,1.5,366.103,311.37583732057413,114.276,500000,100000,1,1.5,114.276,555.9640532958117,1.561811427259173,413.6499659215006,310.5927950253801,113.87305056282852,496873.4557550175,104354.00143068528,1.037217681705425,1.480435302929791,97.23997241221754
393.352,1.5,374.402,305.8003668261563,79.3178,500000,100000,1,1.5,79.3178,392.8730036212479,1.5572356725532244,385.5132220197352,304.44830486386024,73.54343570074842,490357.710893209,100370.61781243514,0.926048381362583,1.4476870128815,74.76707389581705
451.938,1.59091,369.237,308.3504424418524,101.083,500000,100000,1,1.59091,101.083,446.0027090853676,1.7617927614393216,370.3633506191695,308.2169194127176,110.95722035459444,498058.7557573673,102518.51758647714,1.0075500661591343,1.6390827842054896,95.73068092333952
552.948,1.59091,362.019,312.91720674956605,131.452,500000,100000,1,1.59091,131.452,522.0237338226073,1.5953840634999277,387.4988440278301,312.2627139895214,127.45705871209904,506996.0867756377,101276.71166641684,1.0063498936795288,1.519706162560612,109.83973384228456
409.514,1.68182,372.761,305.41725558589724,86.2389,500000,100000,1,1.68182,86.2389,387.1873156100035,1.8231572696045264,357.9946425501812,304.45579855481884,86.15920008391186,492657.9471240232,98422.7082593749,0.9927071788636151,1.6610292578162642,100.92094168930409
510.524,1.68182,364.807,310.1807070507292,119.726,500000,100000,1,1.68182,119.726,472.3485076310395,1.581048579151299,381.0866404206973,316.91858389299983,157.0814146125073,478722.7709899127,93891.56426882464,1.0096644139847148,1.7160925537996672,124.87379955449389
468.099,1.77273,367.849,307.5802072193843,106.928,500000,100000,1,1.77273,106.928,505.3753616763109,1.8045935755007652,376.80394232925175,305.6831240403531,94.5398756190534,507697.7046756536,102286.82370963668,0.9323965101235288,1.7142535421809983,110.94611745138202
569.11,1.77273,360.859,311.547272641173,136.324,500000,100000,1,1.77273,136.324,555.9483931770696,1.782300952684785,369.75260919441416,314.1859571587103,156.71825910565218,452909.12720835337,93117.25567241674,1.0408098022022656,1.7601996612035713,119.273771753317
425.675,1.86364,371.228,305.0496943677337,92.6988,500000,100000,1,1.86364,92.6988,431.9872397588897,2.0434132368251645,379.210731446808,303.6535615500903,89.71582782799648,534019.0252297982,93167.5801696068,1.0480725612649122,1.916254261746144,107.78036736805178
526.685,1.86364,363.583,309.18000723284854,124.874,500000,100000,1,1.86364,124.874,554.93979670084,1.769600431849579,398.7785715544665,312.42339377159203,142.56394083512,490935.50817357807,105047.01516510826,0.9837894301334736,1.796254352681784,125.9626008966481
484.261,1.95455,366.535,306.91483946977354,112.459,500000,100000,1,1.95455,112.459,516.1134680239473,2.013787494783146,398.3191972152896,307.1728171749072,118.03891077015642,511923.9064981783,103114.08279048932,1.0473168992627355,2.052320041154872,123.92582584398602
383.251,1.95455,375.112,302.4918632196571,76.3232,500000,100000,1,1.95455,76.3232,381.98474255443085,1.9120586016034664,327.3119571186922,302.61325466579547,75.6341634785155,495665.9197355538,93632.73561182336,1.0257878383686605,1.8586479419694204,70.77431473561123
542.847,2.04545,362.398,308.33787000813214,129.856,500000,100000,1,2.04545,129.856,535.0259247247362,2.0053598320088986,408.2223649387439,307.40189394507513,119.46513420656916,518105.9284683181,100895.19127321705,0.9410888942917872,2.0495757003033748,139.51646451809452
441.837,2.04545,369.779,304.7058970248004,98.8027,500000,100000,1,2.04545,98.8027,492.0392869789045,1.9159179076167256,351.72869205354,305.58382333390983,99.57673240372696,483503.2919760618,102063.25315745336,1.000389531587559,1.9370905696093723,109.33253453707523
399.413,2.13636,373.455,302.47937758191927,83.3112,500000,100000,1,2.13636,83.3112,387.16295009735614,2.160882490374269,365.9000049732916,300.71916380876297,68.3683874019258,475334.6183071313,104215.41040502887,0.9655072740724512,2.087571792674453,87.09909399053798
500.423,2.13636,365.27,306.3390482053228,117.778,500000,100000,1,2.13636,117.778,517.7103867015537,2.163264190730435,423.6291632793743,306.33165393422354,119.19437170951858,481218.5963982424,97277.80951222446,1.0321053930754938,2.031226333021898,146.02006893797204
457.998,2.22727,368.408,304.3826668155104,104.576,500000,100000,1,2.22727,104.576,491.27786307382667,2.3379655461265574,296.64861541357465,304.09859914041664,106.9973308369362,501771.2542283626,96542.74791016504,0.982973020138538,2.181208402111792,97.25611343104494
559.009,2.22727,361.254,307.6145719544705,134.665,500000,100000,1,2.22727,134.665,535.5764081911315,2.543500346473211,397.7361698910421,308.10861571647865,159.03748099686464,515936.6177622953,109107.41321860431,0.9368773023285252,2.157505466894504,128.0686772372628
415.574,2.31818,371.907,302.42118374210486,89.8377,500000,100000,1,2.31818,89.8377,418.9975160918012,2.1841744330008908,338.5553009141079,302.5790682242505,86.08597032335359,506242.9123918493,103538.98088796732,0.9979459775652278,2.1636735202733326,92.89191236380604
516.584,2.31818,364.064,305.8283381171692,122.853,500000,100000,1,2.31818,122.853,433.38772433797374,2.4348135239114463,258.23882126992004,307.6357479049909,147.4289966947231,435302.43965225056,105438.34771102369,0.9466848879621206,2.390138617570431,121.30658063605114
474.16,2.40909,367.091,304.0852573539203,110.118,500000,100000,1,2.40909,110.118,470.1204942741767,2.2050353453996343,390.5432214311927,306.1393878039814,119.72380755164669,491756.070706518,97690.37233941029,1.0189768029090311,2.539413454314332,121.4734534618796
373.15,2.40909,375.981,300.36533539406895,72.6584,500000,100000,1,2.40909,72.6584,370.9922921713414,2.3778655661254984,275.51107953790773,303.2463111691007,100.35206341687233,462799.33338485815,100480.03534955948,1.0073743828744617,2.368064904300583,70.44731364773767
532.746,2.5,362.892,305.3776555023923,127.779,500000,100000,1,2.5,127.779,543.7089995310947,2.6949677434104955,409.3659657799685,303.7353688344066,119.24381120426348,549065.108965632,99717.02418924772,1.0624405199177298,2.61180140038702,112.1448264028041
431.736,2.5,370.448,302.33509090909087,95.9842,500000,100000,1,2.5,95.9842,438.7313542568132,2.3517684588451413,397.6984723656254,303.18937619513275,98.69100501957094,489434.0984359353,103772.40063724198,1.0176220893555228,2.579426382160129,97.34380881740988
389.312,2.59091,374.273,300.5242725741241,79.8634,500000,100000,1,2.59091,79.8634,394.940841154852,2.7554441882756584,420.12074665373007,301.7769832755028,99.3634944825329,520485.7070272998,99318.64494287704,0.8781845128587782,2.5205260774192806,81.4972803831334
490.322,2.59091,365.837,303.8053055872427,115.397,500000,100000,1,2.59091,115.397,562.0872463140854,2.510179794463259,421.07743538395454,303.23891629099353,105.85847417463584,479709.28520115046,89444.52520453162,0.9860340887725748,2.4372053125029907,103.08345476907668
548.908,2.68182,361.756,304.9745236515272,132.553,500000,100000,1,2.68182,132.553,495.26341315475474,2.7750491143763227,434.5029930634906,305.0793176198592,138.37656879771535,493394.2215590688,105741.418625138,1.1108481731831523,2.515593759938368,122.61084769295972
447.897,2.68182,369.063,302.2327770714446,101.818,500000,100000,1,2.68182,101.818,479.8960540378287,2.979545178261733,397.7685264454559,300.76707687294225,94.86687511735713,469736.5941487976,97725.01774075947,0.9892865572014627,2.748984777307317,91.24036233029946
405.473,2.77273,372.686,300.6178615070215,86.5526,500000,100000,1,2.77273,86.5526,417.2242800821214,2.979460091206989,343.5801442011034,299.8650017615186,83.62959340026694,483891.5384178276,91157.93131596952,1.0895956089494194,2.781240933030685,94.65925871204026
506.483,2.77273,364.619,303.54835042785203,120.517,500000,100000,1,2.77273,120.517,512.9977242242409,2.9291123360873854,329.0993724198233,302.06513062318317,109.1540917803005,486989.4906434374,102414.04190304418,1.030917023295698,2.9844902145607515,137.31799603887114
464.059,2.86364,367.735,302.1229209366417,107.406,500000,100000,1,2.86364,107.406,484.3110997751662,3.099774512057675,401.394457515058,302.2944306064452,118.48491281036114,543589.9125640688,100791.65853985609,0.9369269758854606,2.939046772435831,89.8830796439541
565.069,2.86364,360.669,304.60537392467137,137.121,500000,100000,1,2.86364,137.121,580.7730028787925,2.8817175683669265,391.50013836688,304.56720604084944,137.52686229964817,490299.7747852173,103109.60442298996,1.1339633433437,2.6430391824573096,141.88354065911136
421.635,2.95455,371.195,300.6670086782862,92.8352,500000,100000,1,2.95455,92.8352,436.013851136337,2.89184323388396,315.0797243794364,298.04066868940714,59.11793712307449,512019.6377377136,96474.5168668371,1.0070881115379595,2.845911730431681,89.09582460197183
522.645,2.95455,363.454,303.3052070486693,125.417,500000,100000,1,2.95455,125.417,495.0496102372748,2.9088536750836846,287.5199736997729,301.14278120970766,97.1842935632714,523590.16493273387,105098.30580360504,1.105778905054989,2.8703084637473224,120.46027956961396
379.211,3.04545,375.181,299.1227347589914,76.0328,500000,100000,1,3.04545,76.0328,378.85998075935953,3.121559090063822,399.4503507890438,298.3519414436951,67.87554056610381,523158.8935427092,103031.68038833833,0.9779227627931054,3.214601085837058,79.58119633364969
480.221,3.04545,366.467,302.0064939727718,112.743,500000,100000,1,3.04545,112.743,441.03460899488647,2.9199985785781464,290.4197116749389,303.20003024357834,122.66658942832976,484612.44390560087,98390.69791720214,0.94092292632597,2.8861240051192607,112.61847330783456
437.796,3.13636,369.78,300.68601941628486,98.7971,500000,100000,1,3.13636,98.7971,463.77338348875776,3.2115558874593293,341.047715707483,300.527633054639,99.0395860455478,508886.7489494492,96819.98888405936,0.9757894315623918,3.4329482272298497,80.79825333065216
538.807,3.13636,362.315,303.0815904622559,130.203,500000,100000,1,3.13636,130.203,530.100749977292,3.28435993329466,281.1655997693082,299.95801776374446,93.46471961191484,495662.868528627,98634.05723890696,1.0045195561513292,2.9815976647091493,117.5615945246352
395.372,3.22727,373.539,299.2996716164756,82.959,500000,100000,1,3.22727,82.959,345.9622481849503,3.441077388638321,302.82914768977054,298.64350412247467,79.01693438859894,489032.8923704393,96777.15130968516,1.1088419009178845,3.316968481958256,94.66181501348127
496.382,3.22727,365.24,301.8902594246818,117.906,500000,100000,1,3.22727,117.906,499.9417183054928,3.170440930259854,325.61786737005605,301.9815481461911,117.039589190623,473991.4217316039,98719.03613824764,1.0440957759953975,3.3486381903799587,109.53277616828493
453.958,3.31818,368.435,300.68158307426324,104.463,500000,100000,1,3.31818,104.463,432.3743233486322,3.1736859912191364,404.5450056087634,301.94494173873545,116.67376256941957,474470.8756651818,94472.11481149268,1.0695759876326605,3.254172731830512,109.62561721104126
554.968,3.31818,361.208,302.87293250860034,134.857,500000,100000,1,3.31818,134.857,566.0851644373091,3.331798955430288,371.8159995262934,303.2658913278084,140.88320554561622,479527.06271370425,101488.75040284684,1.003593816804655,3.421431791520042,142.70034651642055
411.534,3.40909,372.003,299.42601570869186,89.4332,500000,100000,1,3.40909,89.4332,422.96650641561314,3.268448452286436,409.4077275639934,299.70641572645957,89.57450256483773,493694.09679837,95389.6519862822,0.980337540301039,3.2924634197603595,101.77881114611856
512.544,3.40909,364.052,301.7747742297643,122.903,500000,100000,1,3.40909,122.903,517.5432753831901,3.347081289897614,348.17857199755065,302.90034014916074,136.41505692858507,510439.8031834501,98555.72238373176,0.9679691142418962,3.354209363136265,141.1079784477052
470.12,3.5,367.139,300.662987012987,109.915,500000,100000,1,3.5,109.915,474.60768381652207,3.6791479089032673,351.8490287765646,301.08958765954645,122.10163446102952,482449.833081601,106828.2948211795,1.0342049894713607,3.2720975127185907,129.2287711023846
571.13,3.5,360.148,302.67228298017767,139.311,500000,100000,1,3.5,139.311,580.3133289271547,3.479491919038706,297.4740877233866,301.636946257654,123.43649064904046,535489.774594264,100001.9119481338,0.9954591318445116,3.5862302669394235,150.4416506664212
427.695,3.59091,370.554,299.5149417597083,95.5378,500000,100000,1,3.59091,95.5378,416.65128117287526,3.547207462779673,337.4359110730175,300.3549505683039,106.83015949585752,506486.0718812885,100882.917261089,1.0111241961320463,3.4563183702329017,101.55063673602308
528.706,3.59091,362.914,301.6567266938333,127.686,500000,100000,1,3.59091,127.686,547.0474311498016,3.3517322407763177,377.60480821928434,303.3755869264534,143.2629348178254,449286.52836326015,99738.25608094,0.9694589370467224,3.716649660711094,128.6694735711111
486.281,3.68182,365.901,300.6305031285364,115.125,500000,100000,1,3.68182,115.125,547.0032762545286,3.5930652583749763,397.2493184784449,302.3403215826937,138.0295573028552,517198.7090896663,100100.21908074536,1.0061505820710384,3.4622943049574664,111.2472016032421
385.271,3.68182,374.457,298.2889578261157,79.0886,500000,100000,1,3.68182,79.0886,409.2750244099377,3.825355049873605,445.6556797721455,298.44383583560733,84.64835088421901,498242.899833289,96142.21271790864,1.1052017238682703,3.563003254196735,79.58406232259891
544.867,3.77273,361.798,301.5442868931597,132.378,500000,100000,1,3.77273,132.378,556.0472152436521,3.614821192394606,349.57164022817284,302.7710931162884,145.37426079538213,431370.32445248176,94346.40258191706,0.97222698093666,3.583011923838134,135.40169543777608
443.857,3.77273,369.172,299.5771989048784,101.357,500000,100000,1,3.77273,101.357,450.9761494977652,3.787670563257764,342.45174451452505,299.7332072132465,104.22838432497936,504364.9329441861,104927.1001810211,1.0462287803678432,3.475318230798705,81.3843771233211
401.433,3.86364,372.865,298.46251512382474,85.7972,500000,100000,1,3.86364,85.7972,385.67879577422286,3.773925935063671,306.8390194920586,299.3474190681776,97.76435030674824,479976.1298630844,97070.45953830928,1.0163299681848443,3.822495386732864,79.15803912532459
502.443,3.86364,364.698,300.5917886615983,120.185,500000,100000,1,3.86364,120.185,456.4774589860703,3.6772855176620753,426.97699303724,302.1843947508745,138.8681647290145,463718.2561250678,100529.10783730364,0.9889891594100024,3.8776918540386296,122.3091935537239
561.029,3.95455,360.726,301.43087372434354,136.883,500000,100000,1,3.95455,136.883,503.1065349063212,3.739606858336161,399.9517259371152,302.0421550100244,138.99822493845926,506425.5246933392,95155.68021691982,0.9284248379528168,3.960587637419415,133.5341706038126
460.019,3.95455,367.858,299.6164777457303,106.891,500000,100000,1,3.95455,106.891,405.4685816238527,3.839797856173437,371.44859355789714,300.843418707595,123.48210171908433,519846.9629313829,95471.21938989664,1.064790611047664,3.8858679238071416,95.45070061630508
518.605,4.04545,363.544,300.5443903307756,125.039,500000,100000,1,4.04545,125.039,516.4633538729972,4.340528993657528,414.2595927892036,298.91169773019527,104.53685109152268,529684.6211042524,106142.75801915357,1.0043156389522918,4.295862973120825,127.05006880382402
417.594,4.04545,371.37,298.5965761966261,92.1015,500000,100000,1,4.04545,92.1015,431.5064051252341,4.100733349731715,302.76310394000643,298.26881968491807,87.74202299960494,492410.6769439671,102855.44682845465,1.0119304509585787,3.9519341205028096,96.20270204825287
476.18,4.13636,366.587,299.6415036825249,112.238,500000,100000,1,4.13636,112.238,481.3860594345845,4.053771363323824,370.4406027413805,300.5957471031744,126.16642969097074,471994.0822603612,96564.24810842796,1.0306821447919654,4.182894939243534,92.36800941779782
375.17,4.13636,375.439,297.4844572518074,74.9427,500000,100000,1,4.13636,74.9427,386.9065809430499,3.842805766302974,320.4244071779805,297.8753484747211,75.90293281175803,491677.0351119568,103334.26450321505,0.9806482915726776,4.515299213120972,73.17743800290715
433.756,4.22727,369.956,298.69937539688055,98.0574,500000,100000,1,4.22727,98.0574,391.0945856825425,4.119841299795818,312.93254873825737,299.75402031532747,113.72741537426646,504663.5423292553,94025.81373483891,0.977560864392336,4.433624217324965,80.86107390809991
534.766,4.22727,362.415,300.4948830634786,129.784,500000,100000,1,4.22727,129.784,520.6236751805859,4.134053661710758,303.9633488011943,299.55599451351605,110.69779081559092,480541.8605509093,98090.15239413315,0.949031252361724,4.546368956802793,110.61049307773422
391.332,4.31818,373.779,297.68984124669214,81.9441,500000,100000,1,4.31818,81.9441,391.2615105586305,4.5220444819439285,367.2346847615845,297.8439111314009,88.72499320943413,475879.1732675079,117259.29237546244,1.0102029089198,4.771761749650387,91.1633086614917
492.342,4.31818,365.374,299.65111077055076,117.345,500000,100000,1,4.31818,117.345,531.4931236879341,4.168404684008503,403.1946726196623,299.7540892451452,115.06919915004784,495522.2952230639,98190.59643411046,0.9916742621198767,4.35391334155279,100.34316605337833
550.928,4.40909,361.316,300.44267649007975,134.404,500000,100000,1,4.40909,134.404,560.2595678414399,4.550726382881943,322.7047594478914,300.42845285647434,138.45099430137512,520521.9578438867,94236.27185725968,0.9224741290938272,3.8606669353249226,135.00310542607625
449.918,4.40909,368.609,298.7783245462633,103.73,500000,100000,1,4.40909,103.73,400.51412814931774,4.5974964364338,369.1732141247229,299.8147939286941,128.08091128756007,506492.4751985463,108715.99865495652,1.0278104526102536,4.099544450726677,105.13154177920588
508.504,4.5,364.19,299.6530303030303,122.322,500000,100000,1,4.5,122.322,480.5638344402847,4.40886353558725,346.1326499568354,301.1242850420263,146.95849439462552,506867.9519565762,102746.5442307248,1.016315391750623,4.559325848585389,113.78964791311688
407.493,4.5,372.232,297.853168527379,88.4666,500000,100000,1,4.5,88.4666,413.99606893871214,4.86086986513527,407.2869059929991,298.04267352198724,99.41147400282736,514170.0435645869,94181.43731916512,1.044688281356747,4.559139322424094,92.25086866895307
466.079,4.59091,367.314,298.83947255758227,109.181,500000,100000,1,4.59091,109.181,464.1514132188673,4.654770613095934,352.9398863533765,299.56231238357054,124.76398476424836,449770.180489441,93355.66966676783,1.0441426397155216,5.288668474023382,103.76374361207706
567.089,4.59091,360.262,300.384704143206,138.834,500000,100000,1,4.59091,138.834,580.8333843391025,4.695904282204502,437.1104266579285,300.70601120449874,148.31603645325015,453258.3265290381,105383.65542244236,0.9825447581931206,4.646997077110267,145.94570556945726
423.655,4.68182,370.774,297.9843823841949,94.6089,500000,100000,1,4.68182,94.6089,422.7478830195222,4.489194099478419,416.2094268641276,299.3459886669511,116.2666822939884,499185.1504489658,100092.43444806292,1.0641045360215675,4.495024708952064,83.25895376801792
524.665,4.68182,363.055,299.6443255310744,127.094,500000,100000,1,4.68182,127.094,504.8458089240263,4.749862410039327,404.4210640461302,298.8898775400954,113.96196740558015,489608.5883417753,100492.26475324218,1.0483964793291434,4.592540338113622,137.41341183923203
381.231,4.77273,374.747,297.05297521333745,77.8644,500000,100000,1,4.77273,77.8644,410.2641057550794,4.604310962774569,426.6157334275974,297.6431120200918,86.47452301192686,527447.6189291686,91042.2435845561,1.0042851382736713,4.8684289446355695,83.59016300168484
482.241,4.77273,366.074,298.8841821869836,114.397,500000,100000,1,4.77273,114.397,492.6299761904115,4.517327987689,346.8195304325746,300.2188492671411,133.47705845518396,506087.78254758345,98505.4856844678,1.0386455276197482,4.7027236952009295,119.6211500961259
439.817,4.86364,369.387,298.0911178010334,100.453,500000,100000,1,4.86364,100.453,450.9353371788264,4.932326698522569,381.1889429603929,297.7227956629274,94.27790252490723,456204.7050422468,101235.5279928578,1.009131249105902,4.775551367116594,105.56643340291065
540.827,4.86364,361.942,299.6316478838638,131.772,500000,100000,1,4.86364,131.772,565.8478715096182,5.046977843837554,354.7813418526007,299.4193908913713,132.26137353859164,499091.1232840826,103328.04638401592,1.0549224051741255,5.301674647141813,123.66969921472248
498.403,4.95455,364.871,298.91807775985137,119.457,500000,100000,1,4.95455,119.457,489.761400291237,4.558139108463627,348.2156781503621,301.6129709711653,161.2451676421872,486214.5505877408,97931.51385265496,1.0486554883242094,4.937069772168044,131.34682011678652
397.392,4.95455,373.137,297.2376012716357,84.6543,500000,100000,1,4.95455,84.6543,402.7049783236831,4.880090696293793,464.8169266941167,297.51519813148906,89.04471245784808,512559.08756207896,104401.95691595846,1.0684013505240488,5.266848760025054,96.22460318159506
