subset_name,subset_size,target,target_label,target_unit,model,family,split_strategy,n_train_rows,n_val_rows,n_test_rows,MAE,RMSE,R2,MAPE,accuracy_proxy,best_params,notes,rank_by_rmse
low_data_100,100,hot_outlet_temperature_k,Hot outlet temperature,K,RandomForest,Traditional ML,Version 1 random holdout split with validation tuning,64,16,20,1.303961022823907,1.6478803808848215,0.8763891278364165,0.3513439342160157,99.64865606578398,"{'n_estimators': 16, 'max_depth': 6, 'min_samples_split': 25, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'n_thresholds': 18, 'random_state': 42}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,5
low_data_100,100,hot_outlet_temperature_k,Hot outlet temperature,K,MLP,Plain deep learning,Shared low-data sequential split for deep hot-outlet comparison,63,13,14,3.522537004743311,4.171708045989963,0.12928736860663526,0.9618588382776414,99.03814116172236,"sequence_length=10, hidden_layers=[64,32], batch_size=8","Plain dense network on flattened low-data sequence windows. It sees the same recent operating window as the sequence models, but without recurrent memory or explicit physics guidance.",6
low_data_100,100,hot_outlet_temperature_k,Hot outlet temperature,K,PI-LSTM,Sequence-aware physics-informed deep learning,Version 1 PI-LSTM sequential split after sequence creation,63,13,14,3.8342721470424124,4.313958441353747,0.06889438696701422,1.0464580372721946,98.95354196272781,"sequence_length=10, lstm_units=64, epochs<=1000, batch_size=32","PI-LSTM mirrors the Version 1 sequence model setup, retrained on the low-data subset. Cold outlet remains diagnostic only because the source dataset keeps that column unrealistic.",7
low_data_100,100,hot_outlet_temperature_k,Hot outlet temperature,K,VanillaLSTM,Plain sequence deep learning,Shared low-data sequential split for deep hot-outlet comparison,63,13,14,4.007228341238841,4.621620204476605,-0.06865011554805522,1.094678670529339,98.90532132947067,"sequence_length=10, lstm_units=[32,16], batch_size=8","Plain LSTM baseline on the same low-data operating windows. This model adds sequence memory, but it does not include any physics-aware regularization.",8
low_data_100,100,hot_outlet_temperature_k,Hot outlet temperature,K,MeanBaseline,Reference baseline,Version 1 random holdout split with validation tuning,64,16,20,4.300157499999992,5.064048385694605,-0.16734975766046833,1.1594730228781587,98.84052697712184,{},Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,9
low_data_100,100,hot_outlet_temperature_k,Hot outlet temperature,K,LinearSVR,Traditional ML,Version 1 random holdout split with validation tuning,64,16,20,327.7528259526803,327.8144396721564,-4890.718572108752,88.76150978818892,11.238490211811083,"{'lr': 0.008, 'epochs': 1300, 'epsilon': 0.5, 'C': 1.0, 'l2': 0.0001}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,10
low_data_100,100,hx_1_heat_load_kw,Heat load,kW,LinearRegressionGD,Traditional ML,Version 1 random holdout split with validation tuning,64,16,20,1.0531803513035662,1.4210791547703914,0.9948155090312397,1.1915728174144082,98.80842718258559,"{'lr': 0.03, 'epochs': 1200, 'l2': 0.0}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,1
low_data_100,100,hx_1_heat_load_kw,Heat load,kW,GradientBoosting,Traditional ML,Version 1 random holdout split with validation tuning,64,16,20,4.138998407889226,5.301953906395122,0.9278325300840156,4.688684604370143,95.31131539562986,"{'n_estimators': 40, 'learning_rate': 0.06, 'max_depth': 2, 'min_samples_split': 25, 'min_samples_leaf': 10, 'n_thresholds': 16, 'random_state': 42}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,2
low_data_100,100,hx_1_heat_load_kw,Heat load,kW,KNN,Traditional ML,Version 1 random holdout split with validation tuning,64,16,20,4.547467908883477,5.760655432014516,0.9148051421781007,5.186564727156279,94.81343527284372,"{'k': 5, 'weighted': True}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,3
low_data_100,100,hx_1_heat_load_kw,Heat load,kW,DecisionTree,Traditional ML,Version 1 random holdout split with validation tuning,64,16,20,5.59778278968254,6.6451467972214475,0.8866350651048129,5.9776854839799425,94.02231451602006,"{'max_depth': 6, 'min_samples_split': 25, 'min_samples_leaf': 10, 'max_features': None, 'n_thresholds': 18, 'random_state': 42}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,4
low_data_100,100,hx_1_heat_load_kw,Heat load,kW,RandomForest,Traditional ML,Version 1 random holdout split with validation tuning,64,16,20,5.490832555141806,6.942845825854976,0.8762501654547644,6.212562060183022,93.78743793981698,"{'n_estimators': 16, 'max_depth': 6, 'min_samples_split': 25, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'n_thresholds': 18, 'random_state': 42}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,5
low_data_100,100,hx_1_heat_load_kw,Heat load,kW,MeanBaseline,Reference baseline,Version 1 random holdout split with validation tuning,64,16,20,18.105343499999996,21.32398375335578,-0.16736393039906727,20.25356312527231,79.74643687472769,{},Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,6
low_data_100,100,hx_1_heat_load_kw,Heat load,kW,LinearSVR,Traditional ML,Version 1 random holdout split with validation tuning,64,16,20,59.64758095268032,62.4773574082049,-9.02108828531113,57.61362431194084,42.38637568805916,"{'lr': 0.008, 'epochs': 1300, 'epsilon': 0.5, 'C': 1.0, 'l2': 0.0001}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,7
low_data_125,125,cold_outlet_temperature_k,Cold outlet temperature,K,LinearRegressionGD,Traditional ML,Version 1 random holdout split with validation tuning,80,20,25,1.1394248275406245,1.4981932441044197,0.9894101981338108,0.36485692361945504,99.63514307638054,"{'lr': 0.03, 'epochs': 1200, 'l2': 0.0}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,1
low_data_125,125,cold_outlet_temperature_k,Cold outlet temperature,K,KNN,Traditional ML,Version 1 random holdout split with validation tuning,80,20,25,1.4662671056598107,2.3459561477594195,0.974034783666855,0.4565010115145124,99.54349898848548,"{'k': 5, 'weighted': True}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,2
low_data_125,125,cold_outlet_temperature_k,Cold outlet temperature,K,DecisionTree,Traditional ML,Version 1 random holdout split with validation tuning,80,20,25,2.087834848256971,3.3141267912263115,0.9481808356677934,0.6443289491486283,99.35567105085137,"{'max_depth': 4, 'min_samples_split': 25, 'min_samples_leaf': 10, 'max_features': None, 'n_thresholds': 14, 'random_state': 42}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,3
low_data_125,125,cold_outlet_temperature_k,Cold outlet temperature,K,GradientBoosting,Traditional ML,Version 1 random holdout split with validation tuning,80,20,25,2.315448607686706,3.3887217879937888,0.9458218718810644,0.720639987969475,99.27936001203052,"{'n_estimators': 40, 'learning_rate': 0.06, 'max_depth': 2, 'min_samples_split': 25, 'min_samples_leaf': 10, 'n_thresholds': 16, 'random_state': 42}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,4
low_data_125,125,cold_outlet_temperature_k,Cold outlet temperature,K,RandomForest,Traditional ML,Version 1 random holdout split with validation tuning,80,20,25,2.2919806880494002,3.814846007383322,0.931339622142469,0.7087456159628732,99.29125438403713,"{'n_estimators': 16, 'max_depth': 6, 'min_samples_split': 25, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'n_thresholds': 18, 'random_state': 42}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,5
low_data_125,125,cold_outlet_temperature_k,Cold outlet temperature,K,MeanBaseline,Reference baseline,Version 1 random holdout split with validation tuning,80,20,25,12.87632869147964,15.01389343392165,-0.06350325602593232,4.042409499097148,95.95759050090285,{},Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,6
low_data_125,125,cold_outlet_temperature_k,Cold outlet temperature,K,LinearSVR,Traditional ML,Version 1 random holdout split with validation tuning,80,20,25,245.3120806803373,245.42663771681907,-283.1813423118828,78.57762951492549,21.42237048507451,"{'lr': 0.008, 'epochs': 1300, 'epsilon': 0.5, 'C': 1.0, 'l2': 0.0001}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,7
low_data_125,125,hot_outlet_temperature_k,Hot outlet temperature,K,LinearRegressionGD,Traditional ML,Version 1 random holdout split with validation tuning,80,20,25,0.17758958320157262,0.24005808608229467,0.997207597320794,0.047813567123106686,99.9521864328769,"{'lr': 0.03, 'epochs': 1200, 'l2': 0.0}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,1
low_data_125,125,hot_outlet_temperature_k,Hot outlet temperature,K,GradientBoosting,Traditional ML,Version 1 random holdout split with validation tuning,80,20,25,0.8611917135604267,1.0252186311436886,0.9490694521997577,0.23142209555838592,99.76857790444161,"{'n_estimators': 40, 'learning_rate': 0.06, 'max_depth': 2, 'min_samples_split': 25, 'min_samples_leaf': 10, 'n_thresholds': 16, 'random_state': 42}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,2
low_data_125,125,hot_outlet_temperature_k,Hot outlet temperature,K,MLP,Plain deep learning,Shared low-data sequential split for deep hot-outlet comparison,81,17,17,1.0326951976102972,1.078736844775032,0.5502298536875945,0.27705204294219116,99.72294795705781,"sequence_length=10, hidden_layers=[64,32], batch_size=8","Plain dense network on flattened low-data sequence windows. It sees the same recent operating window as the sequence models, but without recurrent memory or explicit physics guidance.",3
low_data_125,125,hot_outlet_temperature_k,Hot outlet temperature,K,RandomForest,Traditional ML,Version 1 random holdout split with validation tuning,80,20,25,0.9251464165968878,1.1234139738123445,0.9388459800260003,0.24907241800508365,99.75092758199492,"{'n_estimators': 16, 'max_depth': 6, 'min_samples_split': 25, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'n_thresholds': 18, 'random_state': 42}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,4
low_data_125,125,hot_outlet_temperature_k,Hot outlet temperature,K,KNN,Traditional ML,Version 1 random holdout split with validation tuning,80,20,25,1.0392396682704044,1.3078802409151395,0.9171139726604652,0.2805862366341267,99.71941376336588,"{'k': 5, 'weighted': True}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,5
low_data_125,125,hot_outlet_temperature_k,Hot outlet temperature,K,PI-LSTM,Sequence-aware physics-informed deep learning,Version 1 PI-LSTM sequential split after sequence creation,81,17,17,1.5234950453814369,1.5895539482440875,0.02341478551314946,0.40862472522659604,99.5913752747734,"sequence_length=10, lstm_units=64, epochs<=1000, batch_size=32","PI-LSTM mirrors the Version 1 sequence model setup, retrained on the low-data subset. Cold outlet remains diagnostic only because the source dataset keeps that column unrealistic.",6
low_data_125,125,hot_outlet_temperature_k,Hot outlet temperature,K,DecisionTree,Traditional ML,Version 1 random holdout split with validation tuning,80,20,25,1.3829415630252107,1.8000566003605685,0.8429934792628382,0.3719982335369845,99.62800176646302,"{'max_depth': 6, 'min_samples_split': 25, 'min_samples_leaf': 10, 'max_features': None, 'n_thresholds': 18, 'random_state': 42}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,7
low_data_125,125,hot_outlet_temperature_k,Hot outlet temperature,K,VanillaLSTM,Plain sequence deep learning,Shared low-data sequential split for deep hot-outlet comparison,81,17,17,1.5733499971277605,1.8426660137390787,-0.3123595986520262,0.42279865846518533,99.57720134153482,"sequence_length=10, lstm_units=[32,16], batch_size=8","Plain LSTM baseline on the same low-data operating windows. This model adds sequence memory, but it does not include any physics-aware regularization.",8
low_data_125,125,hot_outlet_temperature_k,Hot outlet temperature,K,MeanBaseline,Reference baseline,Version 1 random holdout split with validation tuning,80,20,25,4.267846000000004,5.066982413083753,-0.24406812040379977,1.1450236161063276,98.85497638389367,{},Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,9
low_data_125,125,hot_outlet_temperature_k,Hot outlet temperature,K,LinearSVR,Traditional ML,Version 1 random holdout split with validation tuning,80,20,25,303.9000418446816,303.99349049157394,-4476.895306650907,81.90984119935749,18.090158800642513,"{'lr': 0.008, 'epochs': 1300, 'epsilon': 0.5, 'C': 1.0, 'l2': 0.0001}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,10
low_data_125,125,hx_1_heat_load_kw,Heat load,kW,LinearRegressionGD,Traditional ML,Version 1 random holdout split with validation tuning,80,20,25,0.7547956850664724,1.0572477078030929,0.9969481615122585,0.8535754038894904,99.1464245961105,"{'lr': 0.03, 'epochs': 1200, 'l2': 0.0}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,1
low_data_125,125,hx_1_heat_load_kw,Heat load,kW,GradientBoosting,Traditional ML,Version 1 random holdout split with validation tuning,80,20,25,3.5681312132178005,4.339325196449143,0.9485894278087205,4.231908065612404,95.7680919343876,"{'n_estimators': 40, 'learning_rate': 0.06, 'max_depth': 2, 'min_samples_split': 25, 'min_samples_leaf': 10, 'n_thresholds': 16, 'random_state': 42}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,2
low_data_125,125,hx_1_heat_load_kw,Heat load,kW,RandomForest,Traditional ML,Version 1 random holdout split with validation tuning,80,20,25,3.8955960027957715,4.731291148630721,0.9388822455581237,4.485485563317819,95.51451443668218,"{'n_estimators': 16, 'max_depth': 6, 'min_samples_split': 25, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'n_thresholds': 18, 'random_state': 42}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,3
low_data_125,125,hx_1_heat_load_kw,Heat load,kW,KNN,Traditional ML,Version 1 random holdout split with validation tuning,80,20,25,4.378221359598178,5.510343792264931,0.9170979190119259,4.722549656692286,95.27745034330772,"{'k': 5, 'weighted': True}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,4
low_data_125,125,hx_1_heat_load_kw,Heat load,kW,DecisionTree,Traditional ML,Version 1 random holdout split with validation tuning,80,20,25,5.826498907563025,7.583523144521869,0.842981771104545,6.6818285221452385,93.31817147785476,"{'max_depth': 6, 'min_samples_split': 25, 'min_samples_leaf': 10, 'max_features': None, 'n_thresholds': 18, 'random_state': 42}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,5
low_data_125,125,hx_1_heat_load_kw,Heat load,kW,MeanBaseline,Reference baseline,Version 1 random holdout split with validation tuning,80,20,25,17.9743688,21.343471889427924,-0.24376454954213145,22.07357126078519,77.92642873921481,{},Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,6
low_data_125,125,hx_1_heat_load_kw,Heat load,kW,LinearSVR,Traditional ML,Version 1 random holdout split with validation tuning,80,20,25,30.77853083291645,37.24394832247379,-2.787210738656679,29.79167877884745,70.20832122115254,"{'lr': 0.008, 'epochs': 1300, 'epsilon': 0.5, 'C': 1.0, 'l2': 0.0001}",Same from-scratch feature engineering and model search space as Version 1; only the training data has been reduced.,7
